domain,prompt_id,context_position,top_k,temperature_ratio,seed,moment4_tail_tv,moment4_partition_abs_error,moment4_certificate_bound,moment4_certificate_relative_to_true_partition,moment4_bound_to_error_ratio,uniform_tail_tv,moment4_certified,sample6_tail_tv,cache_budget_bytes
ordinary,0,13,8,0.9,20260926,0.00110502181264,0.0010142424002,0.0422881543636,0.425539314747,41.6943283081,0.0648364273664,1,0.123634060941,24
ordinary,0,13,8,1.1,20260924,0.000313611514408,0.000561279946162,0.00817259494215,0.0222179237753,14.5606393814,0.14000763133,1,0.288292188475,24
ordinary,0,13,8,1.1,20260925,0.000313611514408,0.000561279946162,0.00817259494215,0.0222179237753,14.5606393814,0.14000763133,1,0.288775298348,24
ordinary,0,13,8,1.1,20260926,0.000313611514408,0.000561279946162,0.00817259494215,0.0222179237753,14.5606393814,0.14000763133,1,0.286108655477,24
ordinary,0,13,32,0.9,20260924,0.00114306182842,0.000951988322777,0.0399671085179,1.44878792763,41.9827728271,0.0161378759734,1,0.0267172264671,24
ordinary,0,13,32,0.9,20260925,0.00114306182842,0.000951988322777,0.0399671085179,1.44878792763,41.9827728271,0.0161378759734,1,0.0342952118738,24
ordinary,0,13,32,0.9,20260926,0.00114306182842,0.000951988322777,0.0399671085179,1.44878792763,41.9827728271,0.0161378759734,1,0.0336926678836,24
ordinary,0,13,32,1.1,20260924,0.00036428144427,0.0005339406446,0.00772399734706,0.0460616536438,14.4660234451,0.0658661241851,1,0.051776452989,24
ordinary,0,13,32,1.1,20260925,0.00036428144427,0.0005339406446,0.00772399734706,0.0460616536438,14.4660234451,0.0658661241851,1,0.130099355538,24
ordinary,0,13,32,1.1,20260926,0.00036428144427,0.0005339406446,0.00772399734706,0.0460616536438,14.4660234451,0.0658661241851,1,0.118394771332,24
ordinary,0,18,8,0.9,20260924,0.00156014531064,0.00245857774399,0.118087351322,0.325333595276,48.0307579041,0.172430616037,1,0.635963233025,24
ordinary,0,18,8,0.9,20260925,0.00156014531064,0.00245857774399,0.118087351322,0.325333595276,48.0307579041,0.172430616037,1,0.635445250792,24
ordinary,0,18,8,0.9,20260926,0.00156014531064,0.00245857774399,0.118087351322,0.325333595276,48.0307579041,0.172430616037,1,0.51747245275,24
ordinary,0,18,8,1.1,20260924,0.000189014525771,0.00130112150318,0.022156894207,0.0175887364894,17.0290737152,0.0839076473061,1,0.746294138784,24
ordinary,0,18,8,1.1,20260925,0.000189014525771,0.00130112150318,0.022156894207,0.0175887364894,17.0290737152,0.0839076473061,1,0.740606011575,24
ordinary,0,18,8,1.1,20260926,0.000189014525771,0.00130112150318,0.022156894207,0.0175887364894,17.0290737152,0.0839076473061,1,0.274786573033,24
ordinary,0,18,32,0.9,20260924,0.00279823230185,0.00239576678032,0.115371800959,0.610810637474,48.1565246582,0.120804304087,1,0.331229184266,24
ordinary,0,18,32,0.9,20260925,0.00279823230185,0.00239576678032,0.115371800959,0.610810637474,48.1565246582,0.120804304087,1,0.330864669654,24
ordinary,0,18,32,0.9,20260926,0.00279823230185,0.00239576678032,0.115371800959,0.610810637474,48.1565246582,0.120804304087,1,0.330599687108,24
ordinary,0,18,32,1.1,20260924,0.000378633403072,0.00127426278869,0.0216473005712,0.0257148463279,16.9880981445,0.115181494469,1,0.505728691315,24
ordinary,0,18,32,1.1,20260925,0.000378633403072,0.00127426278869,0.0216473005712,0.0257148463279,16.9880981445,0.115181494469,1,0.499804990095,24
ordinary,0,18,32,1.1,20260926,0.000378633403072,0.00127426278869,0.0216473005712,0.0257148463279,16.9880981445,0.115181494469,1,0.496883102664,24
ordinary,0,22,8,0.9,20260924,0.00122915658827,0.00106114843461,0.0453521646559,0.488221496344,42.7387542725,0.0625171765071,1,0.122806041124,24
ordinary,0,22,8,0.9,20260925,0.00122915658827,0.00106114843461,0.0453521646559,0.488221496344,42.7387542725,0.0625171765071,1,0.121056860202,24
ordinary,0,22,8,0.9,20260926,0.00122915658827,0.00106114843461,0.0453521646559,0.488221496344,42.7387542725,0.0625171765071,1,0.122833840461,24
ordinary,0,22,8,1.1,20260924,0.000315383553866,0.000577945202269,0.00871371943504,0.0236806068569,15.0770683289,0.131072461293,1,0.276777921921,24
ordinary,0,22,8,1.1,20260925,0.000315383553866,0.000577945202269,0.00871371943504,0.0236806068569,15.0770683289,0.131072461293,1,0.251734549516,24
ordinary,0,22,8,1.1,20260926,0.000315383553866,0.000577945202269,0.00871371943504,0.0236806068569,15.0770683289,0.131072461293,1,0.277640084109,24
ordinary,0,22,32,0.9,20260924,0.00126281446341,0.00100128127717,0.0430369786918,1.26422929764,42.9819068909,0.0208111732005,1,0.0780021557929,24
ordinary,0,22,32,0.9,20260925,0.00126281446341,0.00100128127717,0.0430369786918,1.26422929764,42.9819068909,0.0208111732005,1,0.0122910730068,24
ordinary,0,22,32,0.9,20260926,0.00126281446341,0.00100128127717,0.0430369786918,1.26422929764,42.9819068909,0.0208111732005,1,0.0449154137558,24
ordinary,0,22,32,1.1,20260924,0.00035353473946,0.000551424243086,0.00826886296272,0.0411800071597,14.9954652786,0.0731769013182,1,0.315180328969,24
ordinary,0,22,32,1.1,20260925,0.00035353473946,0.000551424243086,0.00826886296272,0.0411800071597,14.9954652786,0.0731769013182,1,0.153115644736,24
ordinary,0,22,32,1.1,20260926,0.00035353473946,0.000551424243086,0.00826886296272,0.0411800071597,14.9954652786,0.0731769013182,1,0.149109768117,24
ordinary,0,26,8,0.9,20260924,0.00048168861025,0.000428971163614,0.0261544380337,0.221733361483,60.9701538086,0.0882241598242,1,0.157218942292,24
ordinary,0,26,8,0.9,20260925,0.00048168861025,0.000428971163614,0.0261544380337,0.221733361483,60.9701538086,0.0882241598242,1,0.157219386335,24
ordinary,0,26,8,0.9,20260926,0.00048168861025,0.000428971163614,0.0261544380337,0.221733361483,60.9701538086,0.0882241598242,1,0.156762717547,24
ordinary,0,26,8,1.1,20260924,0.0001309795715,0.000231940104361,0.00470626587048,0.0135845746845,20.2908668518,0.162302918032,1,0.265682126629,24
ordinary,0,26,8,1.1,20260925,0.0001309795715,0.000231940104361,0.00470626587048,0.0135845746845,20.2908668518,0.162302918032,1,0.265717717416,24
ordinary,0,26,8,1.1,20260926,0.0001309795715,0.000231940104361,0.00470626587048,0.0135845746845,20.2908668518,0.162302918032,1,0.257841309764,24
ordinary,0,26,32,0.9,20260924,0.000479936975145,0.000368007650053,0.0227970797569,1.42713952065,61.9472961426,0.0114410055356,1,0.0212794584879,24
ordinary,0,26,32,0.9,20260925,0.000479936975145,0.000368007650053,0.0227970797569,1.42713952065,61.9472961426,0.0114410055356,1,0.0136051872824,24
ordinary,0,26,32,0.9,20260926,0.000479936975145,0.000368007650053,0.0227970797569,1.42713952065,61.9472961426,0.0114410055356,1,0.0212761842433,24
